crop,location,date,buying_price,selling_price
wheat,punjab,13-07-2024,2682.17,3155.5
wheat,punjab,10-08-2024,2790.04,3282.4
wheat,punjab,07-09-2024,2842.53,3344.15
wheat,punjab,05-10-2024,2774.99,3264.69
wheat,punjab,02-11-2024,2800.36,3294.54
wheat,punjab,30-11-2024,2785.3,3276.82
wheat,punjab,28-12-2024,2552.52,3002.97
wheat,punjab,25-01-2025,2472.66,2909.01
wheat,punjab,22-02-2025,2523.58,2968.92
wheat,punjab,22-03-2025,2491.86,2931.6
wheat,punjab,19-04-2025,2755.93,3242.27
wheat,punjab,17-05-2025,2770.31,3259.19
wheat,punjab,14-06-2025,2811.44,3307.58
wheat,punjab,12-07-2025,2766.06,3254.19
wheat,punjab,09-08-2025,2742.86,3226.9
wheat,punjab,06-09-2025,2793.1,3286.0
wheat,punjab,04-10-2025,2959.11,3481.31
wheat,haryana,01-01-2022,3681.57,4331.26
wheat,haryana,29-01-2022,3769.44,4434.63
wheat,haryana,26-02-2022,3642.6,4285.41
wheat,haryana,26-03-2022,3723.58,4380.68
wheat,haryana,23-04-2022,3666.85,4313.94
wheat,haryana,21-05-2022,3797.79,4467.99
wheat,haryana,18-06-2022,3989.43,4693.45
wheat,haryana,16-07-2022,3925.18,4617.86
wheat,haryana,13-08-2022,4119.81,4846.84
wheat,haryana,10-09-2022,3945.68,4641.98
wheat,haryana,08-10-2022,4155.56,4888.89
wheat,haryana,05-11-2022,4242.07,4990.67
wheat,haryana,03-12-2022,4333.94,5098.75
wheat,haryana,31-12-2022,3642.13,4284.86
wheat,haryana,28-01-2023,3836.13,4513.09
wheat,haryana,25-02-2023,3731.1,4389.53
wheat,haryana,25-03-2023,3617.6,4256.0
wheat,haryana,22-04-2023,3702.43,4355.8
wheat,haryana,20-05-2023,3731.23,4389.68
wheat,haryana,17-06-2023,3947.53,4644.15
wheat,haryana,15-07-2023,4101.77,4825.61
wheat,haryana,12-08-2023,4118.94,4845.81
wheat,haryana,09-09-2023,3861.83,4543.33
wheat,haryana,07-10-2023,4162.48,4897.04
wheat,haryana,04-11-2023,3988.79,4692.7
wheat,haryana,02-12-2023,4065.0,4782.35
wheat,haryana,30-12-2023,3682.41,4332.25
wheat,haryana,27-01-2024,3702.41,4355.78
wheat,haryana,24-02-2024,3848.46,4527.6
wheat,haryana,23-03-2024,3637.91,4279.89
wheat,haryana,20-04-2024,3899.6,4587.76
wheat,haryana,18-05-2024,3931.56,4625.36
wheat,haryana,15-06-2024,3913.35,4603.94
wheat,haryana,13-07-2024,3927.49,4620.58
wheat,haryana,10-08-2024,4127.83,4856.27
wheat,haryana,07-09-2024,3958.65,4657.24
wheat,haryana,05-10-2024,4257.11,5008.36
wheat,haryana,02-11-2024,3916.71,4607.89
wheat,haryana,30-11-2024,4343.27,5109.73
wheat,haryana,28-12-2024,3786.8,4455.06
wheat,haryana,25-01-2025,3524.46,4146.42
wheat,haryana,22-02-2025,3895.18,4582.57
wheat,haryana,22-03-2025,3747.08,4408.33
wheat,haryana,19-04-2025,3702.33,4355.68
wheat,haryana,17-05-2025,3885.44,4571.11
wheat,haryana,14-06-2025,3775.5,4441.76
wheat,haryana,12-07-2025,4098.98,4822.33
wheat,haryana,09-08-2025,4001.49,4707.63
wheat,haryana,06-09-2025,4136.82,4866.85
wheat,haryana,04-10-2025,4022.47,4732.32
wheat,uttarpradesh,01-01-2022,3093.89,3639.87
wheat,uttarpradesh,29-01-2022,3101.44,3648.75
wheat,uttarpradesh,26-02-2022,3220.46,3788.78
wheat,uttarpradesh,26-03-2022,3254.6,3828.94
wheat,uttarpradesh,23-04-2022,3162.38,3720.45
wheat,uttarpradesh,21-05-2022,3494.24,4110.87
wheat,uttarpradesh,18-06-2022,3362.63,3956.03
wheat,uttarpradesh,16-07-2022,3527.98,4150.57
wheat,uttarpradesh,13-08-2022,3594.2,4228.47
wheat,uttarpradesh,10-09-2022,3445.22,4053.2
wheat,uttarpradesh,08-10-2022,3499.12,4116.61
wheat,uttarpradesh,05-11-2022,3590.95,4224.65
wheat,uttarpradesh,03-12-2022,3507.23,4126.15
wheat,uttarpradesh,31-12-2022,3026.94,3561.11
wheat,uttarpradesh,28-01-2023,3101.19,3648.46
wheat,uttarpradesh,25-02-2023,3356.17,3948.44
wheat,uttarpradesh,25-03-2023,3281.26,3860.3
wheat,uttarpradesh,22-04-2023,3267.48,3844.09
wheat,uttarpradesh,20-05-2023,3217.9,3785.76
wheat,uttarpradesh,17-06-2023,3315.54,3900.63
wheat,uttarpradesh,15-07-2023,3371.07,3965.96
wheat,uttarpradesh,12-08-2023,3566.26,4195.6
wheat,uttarpradesh,09-09-2023,3490.11,4106.01
wheat,uttarpradesh,07-10-2023,3584.07,4216.55
wheat,uttarpradesh,04-11-2023,3634.61,4276.01
wheat,uttarpradesh,02-12-2023,3520.23,4141.45
wheat,uttarpradesh,30-12-2023,3238.97,3810.55
wheat,uttarpradesh,27-01-2024,3325.42,3912.26
wheat,uttarpradesh,24-02-2024,3261.92,3837.55
wheat,uttarpradesh,23-03-2024,3252.42,3826.38
wheat,uttarpradesh,20-04-2024,3185.32,3747.44
wheat,uttarpradesh,18-05-2024,3432.11,4037.78
wheat,uttarpradesh,15-06-2024,3261.36,3836.9
wheat,uttarpradesh,13-07-2024,3487.24,4102.63
wheat,uttarpradesh,10-08-2024,3447.17,4055.5
wheat,uttarpradesh,07-09-2024,3635.87,4277.49
wheat,uttarpradesh,05-10-2024,3544.36,4169.84
wheat,uttarpradesh,02-11-2024,3619.25,4257.94
wheat,uttarpradesh,30-11-2024,3448.59,4057.16
wheat,uttarpradesh,28-12-2024,2991.76,3519.72
wheat,uttarpradesh,25-01-2025,3287.35,3867.47
wheat,uttarpradesh,22-02-2025,3359.53,3952.39
wheat,uttarpradesh,22-03-2025,3310.25,3894.41
wheat,uttarpradesh,19-04-2025,3381.72,3978.49
wheat,uttarpradesh,17-05-2025,3304.57,3887.73
wheat,uttarpradesh,14-06-2025,3488.46,4104.07
wheat,uttarpradesh,12-07-2025,3320.42,3906.38
wheat,uttarpradesh,09-08-2025,3522.71,4144.36
wheat,uttarpradesh,06-09-2025,3319.02,3904.73
wheat,uttarpradesh,04-10-2025,3531.52,4154.73
wheat,madhyapradesh,01-01-2022,2983.41,3509.9
wheat,madhyapradesh,29-01-2022,3035.24,3570.87
wheat,madhyapradesh,26-02-2022,3057.45,3597.0
wheat,madhyapradesh,26-03-2022,3053.88,3592.8
wheat,madhyapradesh,23-04-2022,3092.04,3637.69
wheat,madhyapradesh,21-05-2022,2978.03,3503.56
wheat,madhyapradesh,18-06-2022,3185.73,3747.92
wheat,madhyapradesh,16-07-2022,3049.64,3587.81
wheat,madhyapradesh,13-08-2022,3252.47,3826.43
wheat,madhyapradesh,10-09-2022,3205.83,3771.56
wheat,madhyapradesh,08-10-2022,3474.84,4088.05
wheat,madhyapradesh,05-11-2022,3191.36,3754.54
wheat,madhyapradesh,03-12-2022,3496.22,4113.2
wheat,madhyapradesh,31-12-2022,2999.99,3529.4
wheat,madhyapradesh,28-01-2023,3076.86,3619.83
wheat,madhyapradesh,25-02-2023,3146.08,3701.27
wheat,madhyapradesh,25-03-2023,2938.81,3457.42
wheat,madhyapradesh,22-04-2023,2970.83,3495.09
wheat,madhyapradesh,20-05-2023,3022.59,3555.99
wheat,madhyapradesh,17-06-2023,3071.72,3613.79
wheat,madhyapradesh,15-07-2023,3214.62,3781.91
wheat,madhyapradesh,12-08-2023,3345.15,3935.47
wheat,madhyapradesh,09-09-2023,3203.39,3768.7
wheat,madhyapradesh,07-10-2023,3282.29,3861.52
wheat,madhyapradesh,04-11-2023,3310.7,3894.94
wheat,madhyapradesh,02-12-2023,3358.2,3950.82
wheat,madhyapradesh,30-12-2023,2967.84,3491.58
wheat,madhyapradesh,27-01-2024,3131.81,3684.48
wheat,madhyapradesh,24-02-2024,2939.38,3458.1
wheat,madhyapradesh,23-03-2024,3115.32,3665.08
wheat,madhyapradesh,20-04-2024,3203.49,3768.81
wheat,madhyapradesh,18-05-2024,3180.74,3742.05
wheat,madhyapradesh,15-06-2024,3282.9,3862.23
wheat,madhyapradesh,13-07-2024,3289.37,3869.85
wheat,madhyapradesh,10-08-2024,3111.1,3660.12
wheat,madhyapradesh,07-09-2024,3240.11,3811.89
wheat,madhyapradesh,05-10-2024,3333.97,3922.32
wheat,madhyapradesh,02-11-2024,3204.42,3769.91
wheat,madhyapradesh,30-11-2024,3223.75,3792.65
wheat,madhyapradesh,28-12-2024,2851.78,3355.03
wheat,madhyapradesh,25-01-2025,2985.41,3512.25
wheat,madhyapradesh,22-02-2025,3002.26,3532.07
wheat,madhyapradesh,22-03-2025,3146.01,3701.19
wheat,madhyapradesh,19-04-2025,3116.18,3666.1
wheat,madhyapradesh,17-05-2025,3244.71,3817.31
wheat,madhyapradesh,14-06-2025,3041.12,3577.79
wheat,madhyapradesh,12-07-2025,3215.18,3782.56
wheat,madhyapradesh,09-08-2025,3094.58,3640.68
wheat,madhyapradesh,06-09-2025,3185.06,3747.13
wheat,madhyapradesh,04-10-2025,3438.57,4045.38
wheat,westbengal,01-01-2022,3547.06,4173.01
wheat,westbengal,29-01-2022,3436.88,4043.39
wheat,westbengal,26-02-2022,3489.35,4105.12
wheat,westbengal,26-03-2022,3845.82,4524.5
wheat,westbengal,23-04-2022,3882.26,4567.37
wheat,westbengal,21-05-2022,3801.54,4472.4
wheat,westbengal,18-06-2022,3643.38,4286.33
wheat,westbengal,16-07-2022,4032.03,4743.56
wheat,westbengal,13-08-2022,3838.06,4515.37
wheat,westbengal,10-09-2022,4137.48,4867.62
wheat,westbengal,08-10-2022,4034.13,4746.04
wheat,westbengal,05-11-2022,4145.68,4877.27
wheat,westbengal,03-12-2022,4174.99,4911.75
wheat,westbengal,31-12-2022,3519.61,4140.72
wheat,westbengal,28-01-2023,3447.82,4056.26
wheat,westbengal,25-02-2023,3521.46,4142.9
wheat,westbengal,25-03-2023,3593.1,4227.18
wheat,westbengal,22-04-2023,3858.12,4538.97
wheat,westbengal,20-05-2023,3735.67,4394.91
wheat,westbengal,17-06-2023,3973.45,4674.65
wheat,westbengal,15-07-2023,3801.2,4472.0
wheat,westbengal,12-08-2023,4010.57,4718.32
wheat,westbengal,09-09-2023,3812.56,4485.37
wheat,westbengal,07-10-2023,4194.68,4934.92
wheat,westbengal,04-11-2023,4134.32,4863.91
wheat,westbengal,02-12-2023,4088.36,4809.83
wheat,westbengal,30-12-2023,3724.43,4381.68
wheat,westbengal,27-01-2024,3439.46,4046.42
wheat,westbengal,24-02-2024,3621.55,4260.65
wheat,westbengal,23-03-2024,3813.77,4486.79
wheat,westbengal,20-04-2024,3673.68,4321.98
wheat,westbengal,18-05-2024,3879.16,4563.72
wheat,westbengal,15-06-2024,3995.75,4700.88
wheat,westbengal,13-07-2024,3826.32,4501.55
wheat,westbengal,10-08-2024,4017.58,4726.57
wheat,westbengal,07-09-2024,3768.93,4434.04
wheat,westbengal,05-10-2024,3908.67,4598.43
wheat,westbengal,02-11-2024,4242.86,4991.6
wheat,westbengal,30-11-2024,4084.19,4804.93
wheat,westbengal,28-12-2024,3504.51,4122.95
wheat,westbengal,25-01-2025,3758.95,4422.29
wheat,westbengal,22-02-2025,3619.65,4258.41
wheat,westbengal,22-03-2025,3755.12,4417.79
wheat,westbengal,19-04-2025,3793.18,4462.56
wheat,westbengal,17-05-2025,3621.04,4260.05
wheat,westbengal,14-06-2025,3867.24,4549.69
wheat,westbengal,12-07-2025,3981.49,4684.11
wheat,westbengal,09-08-2025,3993.95,4698.76
wheat,westbengal,06-09-2025,3789.67,4458.43
wheat,westbengal,04-10-2025,3861.03,4542.39
wheat,bihar,01-01-2022,3393.01,3991.78
wheat,bihar,29-01-2022,3471.19,4083.75
wheat,bihar,26-02-2022,3368.81,3963.3
wheat,bihar,26-03-2022,3336.81,3925.66
wheat,bihar,23-04-2022,3341.31,3930.95
wheat,bihar,21-05-2022,3488.81,4104.48
wheat,bihar,18-06-2022,3548.36,4174.54
wheat,bihar,16-07-2022,3556.72,4184.38
wheat,bihar,13-08-2022,3546.98,4172.92
wheat,bihar,10-09-2022,3607.66,4244.3
wheat,bihar,08-10-2022,3746.57,4407.73
wheat,bihar,05-11-2022,3828.44,4504.05
wheat,bihar,03-12-2022,3813.97,4487.02
wheat,bihar,31-12-2022,3189.57,3752.43
wheat,bihar,28-01-2023,3340.42,3929.91
wheat,bihar,25-02-2023,3292.07,3873.02
wheat,bihar,25-03-2023,3507.53,4126.51
wheat,bihar,22-04-2023,3453.52,4062.97
wheat,bihar,20-05-2023,3516.19,4136.69
wheat,bihar,17-06-2023,3523.86,4145.72
wheat,bihar,15-07-2023,3599.69,4234.93
wheat,bihar,12-08-2023,3529.38,4152.21
wheat,bihar,09-09-2023,3873.46,4557.01
wheat,bihar,07-10-2023,3918.43,4609.92
wheat,bihar,04-11-2023,3989.67,4693.73
wheat,bihar,02-12-2023,3877.06,4561.25
wheat,bihar,30-12-2023,3237.56,3808.89
wheat,bihar,27-01-2024,3349.52,3940.61
wheat,bihar,24-02-2024,3307.78,3891.5
wheat,bihar,23-03-2024,3404.4,4005.18
wheat,bihar,20-04-2024,3512.83,4132.74
wheat,bihar,18-05-2024,3401.67,4001.96
wheat,bihar,15-06-2024,3575.26,4206.19
wheat,bihar,13-07-2024,3611.82,4249.2
wheat,bihar,10-08-2024,3676.5,4325.29
wheat,bihar,07-09-2024,3566.51,4195.9
wheat,bihar,05-10-2024,3672.33,4320.39
wheat,bihar,02-11-2024,3711.11,4366.01
wheat,bihar,30-11-2024,3897.5,4585.29
wheat,bihar,28-12-2024,3379.59,3975.99
wheat,bihar,25-01-2025,3286.74,3866.75
wheat,bihar,22-02-2025,3296.84,3878.63
wheat,bihar,22-03-2025,3405.63,4006.62
wheat,bihar,19-04-2025,3673.02,4321.2
wheat,bihar,17-05-2025,3497.32,4114.5
wheat,bihar,14-06-2025,3642.03,4284.74
wheat,bihar,12-07-2025,3751.24,4413.22
wheat,bihar,09-08-2025,3619.54,4258.28
wheat,bihar,06-09-2025,3662.52,4308.85
wheat,bihar,04-10-2025,3884.64,4570.16
wheat,odisha,01-01-2022,3689.72,4340.85
wheat,odisha,29-01-2022,3436.83,4043.33
wheat,odisha,26-02-2022,3545.8,4171.53
wheat,odisha,26-03-2022,3817.95,4491.71
wheat,odisha,23-04-2022,3587.8,4220.94
wheat,odisha,21-05-2022,3672.84,4320.99
wheat,odisha,18-06-2022,3962.22,4661.44
wheat,odisha,16-07-2022,4009.8,4717.41
wheat,odisha,13-08-2022,3793.41,4462.83
wheat,odisha,10-09-2022,3994.53,4699.45
wheat,odisha,08-10-2022,3958.53,4657.09
wheat,odisha,05-11-2022,4036.43,4748.74
wheat,odisha,03-12-2022,3945.66,4641.95
wheat,odisha,31-12-2022,3479.01,4092.95
wheat,odisha,28-01-2023,3679.5,4328.82
wheat,odisha,25-02-2023,3571.9,4202.23
wheat,odisha,25-03-2023,3513.39,4133.4
wheat,odisha,22-04-2023,3722.06,4378.89
wheat,odisha,20-05-2023,3776.9,4443.41
wheat,odisha,17-06-2023,3803.6,4474.82
wheat,odisha,15-07-2023,3899.87,4588.08
wheat,odisha,12-08-2023,3893.61,4580.72
wheat,odisha,09-09-2023,4095.64,4818.4
wheat,odisha,07-10-2023,3946.88,4643.39
wheat,odisha,04-11-2023,4089.5,4811.18
wheat,odisha,02-12-2023,4025.05,4735.35
wheat,odisha,30-12-2023,3449.16,4057.84
wheat,odisha,27-01-2024,3635.39,4276.93
wheat,odisha,24-02-2024,3725.72,4383.2
wheat,odisha,23-03-2024,3762.54,4426.52
wheat,odisha,20-04-2024,3664.83,4311.57
wheat,odisha,18-05-2024,3742.12,4402.49
wheat,odisha,15-06-2024,3836.81,4513.89
wheat,odisha,13-07-2024,3731.45,4389.94
wheat,odisha,10-08-2024,3935.68,4630.21
wheat,odisha,07-09-2024,4002.48,4708.8
wheat,odisha,05-10-2024,4076.63,4796.03
wheat,odisha,02-11-2024,3835.36,4512.19
wheat,odisha,30-11-2024,4248.71,4998.48
wheat,odisha,28-12-2024,3515.35,4135.71
wheat,odisha,25-01-2025,3531.23,4154.39
wheat,odisha,22-02-2025,3612.94,4250.52
wheat,odisha,22-03-2025,3808.13,4480.15
wheat,odisha,19-04-2025,3769.34,4434.52
wheat,odisha,17-05-2025,3758.72,4422.02
wheat,odisha,14-06-2025,3896.4,4584.0
wheat,odisha,12-07-2025,3776.46,4442.89
wheat,odisha,09-08-2025,4027.43,4738.15
wheat,odisha,06-09-2025,3932.61,4626.6
wheat,odisha,04-10-2025,4016.84,4725.69
coconut,karnataka,01-01-2022,2502.35,2943.94
coconut,karnataka,29-01-2022,2506.09,2948.34
coconut,karnataka,26-02-2022,2461.39,2895.75
coconut,karnataka,26-03-2022,2565.16,3017.83
coconut,karnataka,23-04-2022,2441.81,2872.72
coconut,karnataka,21-05-2022,2713.99,3192.93
coconut,karnataka,18-06-2022,2665.67,3136.08
coconut,karnataka,16-07-2022,2622.99,3085.87
coconut,karnataka,13-08-2022,2747.7,3232.59
coconut,karnataka,10-09-2022,2836.6,3337.18
coconut,karnataka,08-10-2022,2721.72,3202.02
coconut,karnataka,05-11-2022,2635.54,3100.63
coconut,karnataka,03-12-2022,2733.97,3216.44
coconut,karnataka,31-12-2022,2439.41,2869.89
coconut,karnataka,28-01-2023,2471.84,2908.05
coconut,karnataka,25-02-2023,2517.71,2962.01
coconut,karnataka,25-03-2023,2547.02,2996.49
coconut,karnataka,22-04-2023,2544.53,2993.56
coconut,karnataka,20-05-2023,2560.61,3012.48
coconut,karnataka,17-06-2023,2690.52,3165.32
coconut,karnataka,15-07-2023,2673.05,3144.77
coconut,karnataka,12-08-2023,2680.11,3153.07
coconut,karnataka,09-09-2023,2668.36,3139.25
coconut,karnataka,07-10-2023,2610.47,3071.14
coconut,karnataka,04-11-2023,2661.59,3131.28
coconut,karnataka,02-12-2023,2778.03,3268.27
coconut,karnataka,30-12-2023,2549.32,2999.2
coconut,karnataka,27-01-2024,2372.48,2791.15
coconut,karnataka,24-02-2024,2607.66,3067.84
coconut,karnataka,23-03-2024,2437.42,2867.55
coconut,karnataka,20-04-2024,2510.27,2953.26
coconut,karnataka,18-05-2024,2577.23,3032.03
coconut,karnataka,15-06-2024,2542.41,2991.07
coconut,karnataka,13-07-2024,2645.06,3111.84
coconut,karnataka,10-08-2024,2673.59,3145.4
coconut,karnataka,07-09-2024,2693.62,3168.96
coconut,karnataka,05-10-2024,2794.71,3287.89
coconut,karnataka,02-11-2024,2720.99,3201.16
coconut,karnataka,30-11-2024,2745.61,3230.13
coconut,karnataka,28-12-2024,2512.4,2955.76
coconut,karnataka,25-01-2025,2372.24,2790.87
coconut,karnataka,22-02-2025,2584.82,3040.96
coconut,karnataka,22-03-2025,2565.4,3018.12
coconut,karnataka,19-04-2025,2603.71,3063.19
coconut,karnataka,17-05-2025,2501.9,2943.41
coconut,karnataka,14-06-2025,2745.93,3230.51
coconut,karnataka,12-07-2025,2581.73,3037.33
coconut,karnataka,09-08-2025,2592.74,3050.28
coconut,karnataka,06-09-2025,2618.26,3080.31
coconut,karnataka,04-10-2025,2757.18,3243.74
coconut,tamilnadu,01-01-2022,3308.77,3892.67
coconut,tamilnadu,29-01-2022,3409.66,4011.37
coconut,tamilnadu,26-02-2022,3374.8,3970.35
coconut,tamilnadu,26-03-2022,3576.72,4207.91
coconut,tamilnadu,23-04-2022,3545.36,4171.01
coconut,tamilnadu,21-05-2022,3441.94,4049.34
coconut,tamilnadu,18-06-2022,3696.11,4348.36
coconut,tamilnadu,16-07-2022,3584.93,4217.56
coconut,tamilnadu,13-08-2022,3773.7,4439.65
coconut,tamilnadu,10-09-2022,3739.6,4399.53
coconut,tamilnadu,08-10-2022,3902.34,4590.99
coconut,tamilnadu,05-11-2022,3752.7,4414.94
coconut,tamilnadu,03-12-2022,4007.5,4714.71
coconut,tamilnadu,31-12-2022,3504.91,4123.42
coconut,tamilnadu,28-01-2023,3291.77,3872.67
coconut,tamilnadu,25-02-2023,3345.98,3936.45
coconut,tamilnadu,25-03-2023,3658.37,4303.97
coconut,tamilnadu,22-04-2023,3457.84,4068.05
coconut,tamilnadu,20-05-2023,3549.14,4175.46
coconut,tamilnadu,17-06-2023,3638.89,4281.05
coconut,tamilnadu,15-07-2023,3608.96,4245.84
coconut,tamilnadu,12-08-2023,3874.83,4558.62
coconut,tamilnadu,09-09-2023,3792.12,4461.32
coconut,tamilnadu,07-10-2023,3877.24,4561.46
coconut,tamilnadu,04-11-2023,3903.96,4592.89
coconut,tamilnadu,02-12-2023,3952.38,4649.86
coconut,tamilnadu,30-12-2023,3429.52,4034.73
coconut,tamilnadu,27-01-2024,3390.0,3988.24
coconut,tamilnadu,24-02-2024,3605.16,4241.37
coconut,tamilnadu,23-03-2024,3568.57,4198.32
coconut,tamilnadu,20-04-2024,3681.57,4331.26
coconut,tamilnadu,18-05-2024,3686.4,4336.94
coconut,tamilnadu,15-06-2024,3580.39,4212.22
coconut,tamilnadu,13-07-2024,3739.14,4398.99
coconut,tamilnadu,10-08-2024,3583.96,4216.42
coconut,tamilnadu,07-09-2024,3643.21,4286.13
coconut,tamilnadu,05-10-2024,3677.92,4326.96
coconut,tamilnadu,02-11-2024,3791.21,4460.25
coconut,tamilnadu,30-11-2024,3784.97,4452.91
coconut,tamilnadu,28-12-2024,3465.7,4077.3
coconut,tamilnadu,25-01-2025,3446.08,4054.21
coconut,tamilnadu,22-02-2025,3456.27,4066.2
coconut,tamilnadu,22-03-2025,3399.44,3999.34
coconut,tamilnadu,19-04-2025,3528.07,4150.67
coconut,tamilnadu,17-05-2025,3498.49,4115.87
coconut,tamilnadu,14-06-2025,3703.93,4357.56
coconut,tamilnadu,12-07-2025,3768.32,4433.32
coconut,tamilnadu,09-08-2025,3793.54,4462.99
coconut,tamilnadu,06-09-2025,3970.68,4671.39
coconut,tamilnadu,04-10-2025,3845.05,4523.59
coconut,andhrapradesh,01-01-2022,2779.3,3269.76
coconut,andhrapradesh,29-01-2022,2864.84,3370.4
coconut,andhrapradesh,26-02-2022,2940.45,3459.35
coconut,andhrapradesh,26-03-2022,2857.38,3361.62
coconut,andhrapradesh,23-04-2022,2984.19,3510.81
coconut,andhrapradesh,21-05-2022,2912.61,3426.6
coconut,andhrapradesh,18-06-2022,2986.14,3513.11
coconut,andhrapradesh,16-07-2022,3233.55,3804.18
coconut,andhrapradesh,13-08-2022,3317.77,3903.26
coconut,andhrapradesh,10-09-2022,3208.41,3774.6
coconut,andhrapradesh,08-10-2022,3241.0,3812.94
coconut,andhrapradesh,05-11-2022,3339.14,3928.4
coconut,andhrapradesh,03-12-2022,3286.58,3866.57
coconut,andhrapradesh,31-12-2022,2980.99,3507.05
coconut,andhrapradesh,28-01-2023,2915.66,3430.19
coconut,andhrapradesh,25-02-2023,2831.61,3331.3
coconut,andhrapradesh,25-03-2023,2850.58,3353.62
coconut,andhrapradesh,22-04-2023,3105.87,3653.96
coconut,andhrapradesh,20-05-2023,2999.13,3528.39
coconut,andhrapradesh,17-06-2023,3029.01,3563.54
coconut,andhrapradesh,15-07-2023,3146.53,3701.8
coconut,andhrapradesh,12-08-2023,3065.5,3606.47
coconut,andhrapradesh,09-09-2023,3192.98,3756.45
coconut,andhrapradesh,07-10-2023,3321.26,3907.37
coconut,andhrapradesh,04-11-2023,3365.77,3959.73
coconut,andhrapradesh,02-12-2023,3331.03,3918.86
coconut,andhrapradesh,30-12-2023,2771.49,3260.58
coconut,andhrapradesh,27-01-2024,2806.35,3301.59
coconut,andhrapradesh,24-02-2024,3036.22,3572.02
coconut,andhrapradesh,23-03-2024,3087.58,3632.45
coconut,andhrapradesh,20-04-2024,2986.55,3513.59
coconut,andhrapradesh,18-05-2024,3161.63,3719.56
coconut,andhrapradesh,15-06-2024,2956.73,3478.51
coconut,andhrapradesh,13-07-2024,3203.39,3768.69
coconut,andhrapradesh,10-08-2024,3185.4,3747.53
coconut,andhrapradesh,07-09-2024,3363.72,3957.32
coconut,andhrapradesh,05-10-2024,3113.7,3663.18
coconut,andhrapradesh,02-11-2024,3386.81,3984.48
coconut,andhrapradesh,30-11-2024,3397.86,3997.48
coconut,andhrapradesh,28-12-2024,2824.68,3323.15
coconut,andhrapradesh,25-01-2025,3064.71,3605.54
coconut,andhrapradesh,22-02-2025,2940.07,3458.91
coconut,andhrapradesh,22-03-2025,2945.6,3465.41
coconut,andhrapradesh,19-04-2025,3122.72,3673.79
coconut,andhrapradesh,17-05-2025,3044.16,3581.36
coconut,andhrapradesh,14-06-2025,3251.84,3825.7
coconut,andhrapradesh,12-07-2025,3221.14,3789.58
coconut,andhrapradesh,09-08-2025,3087.29,3632.11
coconut,andhrapradesh,06-09-2025,3306.3,3889.76
coconut,andhrapradesh,04-10-2025,3271.14,3848.4
coconut,telangana,01-01-2022,2787.25,3279.12
coconut,telangana,29-01-2022,2800.47,3294.67
coconut,telangana,26-02-2022,2704.37,3181.61
coconut,telangana,26-03-2022,2729.71,3211.42
coconut,telangana,23-04-2022,2781.85,3272.76
coconut,telangana,21-05-2022,2814.99,3311.75
coconut,telangana,18-06-2022,2804.74,3299.69
coconut,telangana,16-07-2022,2923.8,3439.76
coconut,telangana,13-08-2022,2936.41,3454.6
coconut,telangana,10-09-2022,3047.95,3585.82
coconut,telangana,08-10-2022,3016.09,3548.34
coconut,telangana,05-11-2022,3167.62,3726.61
coconut,telangana,03-12-2022,3072.21,3614.37
coconut,telangana,31-12-2022,2666.21,3136.72
coconut,telangana,28-01-2023,2862.72,3367.91
coconut,telangana,25-02-2023,2933.66,3451.36
coconut,telangana,25-03-2023,2882.65,3391.35
coconut,telangana,22-04-2023,2749.92,3235.2
coconut,telangana,20-05-2023,3034.18,3569.62
coconut,telangana,17-06-2023,3017.85,3550.41
coconut,telangana,15-07-2023,3092.37,3638.08
coconut,telangana,12-08-2023,3149.98,3705.86
coconut,telangana,09-09-2023,3147.62,3703.08
coconut,telangana,07-10-2023,2955.67,3477.26
coconut,telangana,04-11-2023,3217.92,3785.79
coconut,telangana,02-12-2023,3059.77,3599.73
coconut,telangana,30-12-2023,2787.43,3279.33
coconut,telangana,27-01-2024,2854.56,3358.3
coconut,telangana,24-02-2024,2870.98,3377.62
coconut,telangana,23-03-2024,2881.78,3390.33
coconut,telangana,20-04-2024,2862.9,3368.12
coconut,telangana,18-05-2024,2922.43,3438.15
coconut,telangana,15-06-2024,2866.17,3371.96
coconut,telangana,13-07-2024,2942.61,3461.9
coconut,telangana,10-08-2024,2987.72,3514.96
coconut,telangana,07-09-2024,3076.74,3619.7
coconut,telangana,05-10-2024,3186.94,3749.34
coconut,telangana,02-11-2024,2977.97,3503.49
coconut,telangana,30-11-2024,3143.23,3697.92
coconut,telangana,28-12-2024,2669.19,3140.22
coconut,telangana,25-01-2025,2884.36,3393.37
coconut,telangana,22-02-2025,2761.19,3248.46
coconut,telangana,22-03-2025,2959.38,3481.62
coconut,telangana,19-04-2025,2816.42,3313.44
coconut,telangana,17-05-2025,2755.69,3241.99
coconut,telangana,14-06-2025,3014.46,3546.42
coconut,telangana,12-07-2025,3037.15,3573.12
coconut,telangana,09-08-2025,3071.46,3613.48
coconut,telangana,06-09-2025,3023.56,3557.13
coconut,telangana,04-10-2025,3120.62,3671.32
coconut,kerala,01-01-2022,2618.53,3080.62
coconut,kerala,29-01-2022,2781.79,3272.7
coconut,kerala,26-02-2022,2727.22,3208.49
coconut,kerala,26-03-2022,2820.57,3318.32
coconut,kerala,23-04-2022,2791.88,3284.56
coconut,kerala,21-05-2022,2841.54,3342.99
coconut,kerala,18-06-2022,3039.66,3576.07
coconut,kerala,16-07-2022,2928.88,3445.74
